COM;COD_Proposta;NomeProposta;TxTModalidade;Segmento;TipoContagem;ConsIni_GN;ConsFim_GN;ConsIni_ELE;ConsFim_ELE;Fornecimento;DuracaoContrato;Data ini;Data fim;FiltroContratacao;Filtrofaturacao;FiltroPagamento;FiltroAtendimento;FiltroFidelização;FiltroRenovavel;FiltroRestrições;FiltroPrecosIndex;FiltroServicosAdic;FiltroTarifaSocial;FiltroReembolsos;FiltroNovosClientes;CustoServicos_s/IVA (€/ano);CustoServicos_c/IVA (€/ano);ReembFixo (€/ano);ReembTF_ELE (%);ReembTW_ELE (%);ReembW_ELE (€/kWh);ReembTF_GN (%);ReembTW_GN (%);ReembW_GN (€/kWh);DescontNovoCliente_c/IVA (€/ano);Desc. TF_ELE (%) - Novo Cliente;Desc. TW_ELE (%) - Novo Cliente;Desc. W_ELE (€/kWh) - Novo Cliente;Desc. TF_GN (%) - Novo Cliente;Desc. TW_GN (%) - Novo Cliente;Desc. W_GN (€/kWh) - Novo Cliente;TxTOferta;TxTERSE;LinkCOM;LinkOfertaCom;LinkFichaPadrao;LinkCondicoesGerais;ContactoComercialTel;ContactoWEBouMAIL;Contrat_Elect;Contrat_Presen;Contrat_Telef;TxTContratação;TxTFatura;TxTPagamento;TxTAtendimento;TxTFaturacao;TxTFidelização;TxTRestricoesAdic;Detalhe restrições;DetalheOutrosDesc/benefi;TxTAtualizaPrecos;TxTServicoAdic;TxToutrosServicoAdic;TxTReembolsos
AUDAX;AUDAX_04;Classic Indexado 12 meses;<20MWh/ano;Tod;123;;;;20000;ELE;12;06/09/2025;05/10/2025;010;11;110;1011;N;N;S;S;N;S;N;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Na opção de Eletricidade Indexada o preço do termo de energia é variável à hora, sendo indexado ao mercado da OMIE e reproduzindo o preço real horário de aquisição de eletricidade no mercado diário grossista do território português no preço de venda ao consumidor final. O preço da energia em oferta indexada é calculado mediante a fórmula detalhada contratualmente e uma das suas vantagens é não incluir na sua composição as margens de risco associadas à tarifa fixa, que por esta componente visa contemplar as possíveis flutuações de preço no mercado. Possibilidade de solicitar energia 100% renovável mediante um preço adicional de 0,015 €/kWh sobre os preços informados.;Apresenta condições contratuais que condicionam a subscrição ao público em geral. Esta oferta está indexada ao Mercado Spot de eletricidade (OMIE), estando sujeita à volatilidade de preços do mercado grossista. Os preços de energia são calculados com base no preço médio dos produtos futuros para os próximos 12 meses (0,06617 €/kWh). ;https://www.audaxrenewables.pt/pt;https://www.audaxrenewables.pt/pt/tarifas/particulares/hogar-tarifa-indexada;https://www.audaxrenewables.pt/pt/te-ayudamos/ficha-padronizada;https://www.audaxrenewables.pt/pt/tarifas/particulares/hogar-tarifa-indexada;211205758;comercial8@audaxrenewables.pt;;https://www.audaxrenewables.pt/pt/contacto;;Presencial;Fatura eletrónica, Fatura em papel;Débito Direto, Multibanco;Por escrito, Telefónico, Eletrónico;faturação mensal;;Para clientes com consumos inferiores  a 20MWh/ano. ;;Desconto no termo de potência para consumos inferiores a 20MWh/ano.; Na opção de Eletricidade Indexada o preço do termo de energia é variável à hora, sendo indexado ao mercado da OMIE e reproduzindo o preço real horário de aquisição de eletricidade no mercado diário grossista do território português no preço de venda ao consumidor final. O preço da energia em oferta indexada é calculado mediante a fórmula detalhada contratualmente e uma das suas vantagens é não incluir na sua composição as margens de risco associadas à tarifa fixa, que por esta componente visa contemplar as possíveis flutuações de preço no mercado. Possibilidade de solicitar energia 100% renovável mediante um preço adicional de 0,015 €/kWh sobre os preços informados.;;;
AUDAX;AUDAX_01;Classic Indexado 12 meses;Escalão 0-10000 (desconto em termo de energia) ;Tod;;0;10000;;;GN;12;06/09/2025;05/10/2025;010;11;110;1011;N;N;S;S;N;S;N;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Na opção de Gás Indexado o preço do termo de energia é variável ao dia, sendo indexado ao mercado da MIBGás e reproduzindo o preço real diário de aquisição de gás natural no mercado grossista no preço de venda ao consumidor final. O preço da energia em oferta indexada é calculado mediante a fórmula detalhada contratualmente e uma das suas vantagens é não incluir na sua composição as margens de risco associadas à tarifa fixa, que por esta componente visa contemplar as possíveis flutuações de mercado.;Apresenta condições contratuais que condicionam a subscrição ao público em geral. Esta oferta apresenta características de indexação ao Mercado Spot de Gás (MIBGAS). Uma vez que os preços variam de acordo com os mercados diários, este simulador calcula o valor da fatura com base no preço médio do último mês (agosto). ;https://www.audaxrenewables.pt/pt;https://www.audaxrenewables.pt/pt/tarifas/particulares/hogar-tarifa-indexada;https://www.audaxrenewables.pt/pt/te-ayudamos/ficha-padronizada;https://www.audaxrenewables.pt/pt/tarifas/particulares/hogar-tarifa-indexada;211205758;comercial8@audaxrenewables.pt;;https://www.audaxrenewables.pt/pt/contacto;;Presencial;Fatura eletrónica, Fatura em papel;Débito Direto, Multibanco;Por escrito, Telefónico, Eletrónico;faturação mensal;;Escalão 0-10000;;;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE.     Indexado em função do MIBGAS.;;;
AUDAX;AUDAX_02;TOP - Fixo de 12 meses;;Tod;;0;10000;;;GN;12;13/08/2025;;010;11;110;1011;S;N;S;N;N;S;N;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Campanha Tarifa Fixa.;A oferta comercial apresenta condições de fidelização associada à adesão ao contrato. Apresenta condições contratuais que condicionam a subscrição ao público em geral. ;https://www.audaxrenewables.pt;https://www.audaxrenewables.pt/pt/tarifas/particulares/gas-natural/;https://www.audaxrenewables.pt/pt/ajudamos-te/ficha-padronizada/;https://www.audaxrenewables.pt/pt/tarifas/particulares/gas-natural/;211205758;comercial8@audaxrenewables.pt;;https://www.audaxrenewables.pt/pt/contacto;;Presencial;Fatura eletrónica, Fatura em papel;Débito Direto, Multibanco;Por escrito, Telefónico, Eletrónico;faturação mensal;Fidelização de 12 meses (prevista nas Condições Gerais do contrato);Escalão 0 -  10 000;;;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE.     ;;;
AXPO;AXPO_03;Tarifa EASY 12m;Tarifa EASY ;Ndom;123;;;;;ELE;12;01/09/2025;05/10/2025;111;11;110;1111;S;N;N;N;N;N;N;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;IDENTIFICAÇÃO DA OFERTA:Tarifa EASY /12 mesesSegmento da oferta: Cliente não doméstico em BTN com Potências compreendidas entre 1,15 - 41,4 kVACONDIÇÕES ESPECÍFICAS DA OFERTADuração: 12 meses / Sem renovação automáticaPreço fixo Fidelização: Período contratado, O Custo pela quebra de fidelização será = Consumo estimado em falta x (1+%Li) x Custo de Reposição conforme mencionado na clausula 14.3 das Condições GeraisFaturação: Periodicidade mensal / Pagamento após 25 días da data de emissãoMeio(s) de pagamento: Multibanco (custo 1,5€ por fatura) / Débito direto (grátis);A oferta comercial apresenta condições de fidelização associada à adesão ao contrato. ;http://energiapmes.axpo.com/;https://energiapmes.axpo.com/tarifas-eletricas-pme;https://energiapmes.axpo.com/tarifas-eletricas-pme;https://energiapmes.axpo.com/tarifas-eletricas-pme;800501380;clientes@axpoportugal.pt;https://energiapmes.axpo.com/tarifas-eletricas-pme;https://energiapmes.axpo.com/tarifas-eletricas-pme;800501380;Eletrónica, Presencial, Telefónica;Fatura eletrónica, Fatura em papel;Débito Direto, Multibanco;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;Para as modalidades de contratação em Preço Fixo, que tenham um período de fidelização nos termos da cláusula 19 do RRC, a denúncia antecipada do Contrato pelo Cliente ou por resolução por iniciativa da Axpo imputável ao Cliente, constitui o Cliente na obrigação de compensar a Axpo pela existência de uma contrapartida comercial para o Cliente associada a essa vinculação, nos termos da seguinte fórmula: Compensação = Consumo Estimado em Falta x Custo de Reposição.;;;;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE.     ;;;
AXPO;AXPO_04;Tarifa EASY 100% VERDE 12m;Tarifa EASY 100% VERDE;Ndom;123;;;;;ELE;12;01/09/2025;05/10/2025;111;11;110;1111;S;S;N;N;N;N;N;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;IDENTIFICAÇÃO DA OFERTA:Tarifa EASY /12 mesesSegmento da oferta: Cliente não doméstico em BTN com Potências compreendidas entre 1,15 - 41,4 kVACONDIÇÕES ESPECÍFICAS DA OFERTADuração: 12 meses / Sem renovação automáticaPreço fixo Fidelização: Período contratado, O Custo pela quebra de fidelização será = Consumo estimado em falta x (1+%Li) x Custo de Reposição conforme mencionado na clausula 14.3 das Condições GeraisFaturação: Periodicidade mensal / Pagamento após 25 días da data de emissãoMeio(s) de pagamento: Multibanco (custo 1,5€ por fatura) / Débito direto (grátis);A oferta comercial apresenta condições de fidelização associada à adesão ao contrato. A oferta apresenta condições de energia elétrica proveniente de fontes 100% renováveis. ;http://energiapmes.axpo.com/;https://energiapmes.axpo.com/tarifas-eletricas-pme;https://energiapmes.axpo.com/tarifas-eletricas-pme;https://energiapmes.axpo.com/tarifas-eletricas-pme;800501380;clientes@axpoportugal.pt;https://energiapmes.axpo.com/tarifas-eletricas-pme;https://energiapmes.axpo.com/tarifas-eletricas-pme;800501380;Eletrónica, Presencial, Telefónica;Fatura eletrónica, Fatura em papel;Débito Direto, Multibanco;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;Para as modalidades de contratação em Preço Fixo, que tenham um período de fidelização nos termos da cláusula 19 do RRC, a denúncia antecipada do Contrato pelo Cliente ou por resolução por iniciativa da Axpo imputável ao Cliente, constitui o Cliente na obrigação de compensar a Axpo pela existência de uma contrapartida comercial para o Cliente associada a essa vinculação, nos termos da seguinte fórmula: Compensação = Consumo Estimado em Falta x Custo de Reposição.;;;;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE.     ;;;
AXPO;AXPO_01;Tarifa Livre 12m;Tarifa Livre ;Ndom;123;;;;;ELE;12;01/09/2025;05/10/2025;111;11;110;1111;S;N;N;S;N;N;N;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;IDENTIFICAÇÃO DA OFERTA:Tarifa Livre /12Segmento da oferta: Cliente não doméstico em BTN com Potências compreendidas entre 1,15 - 41,4 kVACONDIÇÕES ESPECÍFICAS DA OFERTADuração: 12 meses / Renovação automáticaIndexação de Preço: Preço indexado na eletricidadeFidelização: O Custo pela quebra de fidelização será = Consumo realizado x Desconto aplicado conforme mencionado na clausula 14.7 das Condições Gerais.Faturação: Periodicidade mensal / Pagamento após 25 días da data de emissãoMeio(s) de pagamento: Multibanco (custo 1,5€ por fatura) / Débito direto (grátis);A oferta comercial apresenta condições de fidelização associada à adesão ao contrato. Esta oferta está indexada ao Mercado Spot de eletricidade (OMIE), estando sujeita à volatilidade de preços do mercado grossista. Os preços de energia são calculados com base no preço médio dos produtos futuros para os próximos 12 meses (0,06617 €/kWh). ;http://energiapmes.axpo.com/;https://energiapmes.axpo.com/tarifas-eletricas-pme;https://energiapmes.axpo.com/tarifas-eletricas-pme;https://energiapmes.axpo.com/tarifas-eletricas-pme;800501380;clientes@axpoportugal.pt;https://energiapmes.axpo.com/tarifas-eletricas-pme;https://energiapmes.axpo.com/tarifas-eletricas-pme;800501380;Eletrónica, Presencial, Telefónica;Fatura eletrónica, Fatura em papel;Débito Direto, Multibanco;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;Para a modalidades de contratação em Preço Indexado que tenham um período de fidelização nos termos da cláusula 19 do RRC, a denúncia antecipada do Contrato pelo Cliente ou por resolução por iniciativa da Axpo imputável ao Cliente, constitui o Cliente na obrigação de compensar a Axpo pela existência de uma contrapartida comercial para o Cliente associada a essa vinculação, nos termos da seguinte fórmula: Compensação = Consumo realizado x Desconto aplicado;;;;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE.     O preço do Termo de Energia é calculado cada quarto de hora segundo a formula abaixo indicada. O valor resultante da aplicação da formula será multiplicado pelo consumo em cada quarto de hora.Preço horário de Energia = (PMDh + Ci) x (1 + Li) + Ki   O valor do Ki é: 0,01200 (€/kWh).;;;
AXPO;AXPO_02;Tarifa Livre 100% Verde 12m;Tarifa Livre Verde;Ndom;123;;;;;ELE;12;01/09/2025;05/10/2025;111;11;110;1111;S;S;N;S;N;N;N;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;IDENTIFICAÇÃO DA OFERTA:Tarifa Livre /12Segmento da oferta: Cliente não doméstico em BTN com Potências compreendidas entre 1,15 - 41,4 kVACONDIÇÕES ESPECÍFICAS DA OFERTADuração: 12 meses / Renovação automáticaIndexação de Preço: Preço indexado na eletricidadeFidelização: O Custo pela quebra de fidelização será = Consumo realizado x Desconto aplicado conforme mencionado na clausula 14.7 das Condições Gerais.Faturação: Periodicidade mensal / Pagamento após 25 días da data de emissãoMeio(s) de pagamento: Multibanco (custo 1,5€ por fatura) / Débito direto (grátis);A oferta comercial apresenta condições de fidelização associada à adesão ao contrato. A oferta apresenta condições de energia elétrica proveniente de fontes 100% renováveis. Esta oferta está indexada ao Mercado Spot de eletricidade (OMIE), estando sujeita à volatilidade de preços do mercado grossista. Os preços de energia são calculados com base no preço médio dos produtos futuros para os próximos 12 meses (0,06617 €/kWh). ;http://energiapmes.axpo.com/;https://energiapmes.axpo.com/tarifas-eletricas-pme;https://energiapmes.axpo.com/tarifas-eletricas-pme;https://energiapmes.axpo.com/tarifas-eletricas-pme;800501380;clientes@axpoportugal.pt;https://energiapmes.axpo.com/tarifas-eletricas-pme;https://energiapmes.axpo.com/tarifas-eletricas-pme;800501380;Eletrónica, Presencial, Telefónica;Fatura eletrónica, Fatura em papel;Débito Direto, Multibanco;Por escrito, Presencial, Telefónico, Eletrónico;Mensal;Para a modalidades de contratação em Preço Indexado que tenham um período de fidelização nos termos da cláusula 19 do RRC, a denúncia antecipada do Contrato pelo Cliente ou por resolução por iniciativa da Axpo imputável ao Cliente, constitui o Cliente na obrigação de compensar a Axpo pela existência de uma contrapartida comercial para o Cliente associada a essa vinculação, nos termos da seguinte fórmula: Compensação = Consumo realizado x Desconto aplicado;;;;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE.     O preço do Termo de Energia é calculado cada quarto de hora segundo a formula abaixo indicada. O valor resultante da aplicação da formula será multiplicado pelo consumo em cada quarto de hora.Preço horário de Energia = (PMDh + Ci) x (1 + Li) + Ki   O valor do Ki é: 0,01200 (€/kWh).;;;
COOP;COOP_04;Coopérnico BASE 2.0;Tarifário disponível para membros da Coopérnico;Tod;123;;;;;ELE;12;01/09/2025;;100;10;110;0011;N;N;S;S;N;S;N;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A Coopérnico é a única cooperativa a comercializar eletricidade em todo o país. Oferecemos o preço mais justo sem fins lucrativos. Defendemos um modelo democrático, transparente e participado, onde cada cliente é dono da sua empresa de eletricidade. Para efeitos do efetivo fornecimento de energia, a COOPÉRNICO recorre à contratualização da EZU ENERGIA, que assegura o acesso às redes e à relação com os operadores do sistema elétrico nacional, bem como a compra e entrega da energia às redes. Para mais informações consultar o sítio da Coopérnico.;Apresenta condições contratuais que condicionam a subscrição ao público em geral. Esta oferta está indexada ao Mercado Spot de eletricidade (OMIE), estando sujeita à volatilidade de preços do mercado grossista. Os preços de energia são calculados com base no preço médio dos produtos futuros para os próximos 12 meses (0,06617 €/kWh). ;https://www.coopernico.org/;https://www.coopernico.org/storage/files/tarifario.pdf;https://www.coopernico.org/contratar#aderir;https://www.coopernico.org/storage/files/Condi%C3%A7%C3%B5es%20Gerais.pdf;213461803;cliente@coopernico.org;https://www.coopernico.org/contratar#aderir;;;Eletrónica;Fatura eletrónica;Débito Direto, Multibanco;Telefónico, Eletrónico;Fatura mensal com débito direto.;;Oferta para cooperantes da Coopérnico. Cada cooperante ainda pode oferecer o tarifário Coopérnico a três familiares ou amigos. As entidades sem fins lucrativos, economia social e setor público, podem aderirem a esta oferta comercial sem serem membros da cooperativa;;;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE.     Preço Energia (€/kWh) = (OMIE + k) x (1+FP)onde,OMIE – Preço fixado em mercado grossista OMIE para cada hora do dia (€/kWh)k – Margem da Coopérnico (0,009 €/kWh)FP – Perfil de Perda (16%, como valor médio indicativo).;;;
COOP;COOP_02;Coopérnico GO 2.0;Tarifário disponível para membros da Coopérnico;Tod;123;;;;;ELE;12;01/09/2025;;100;10;110;0011;N;N;S;S;N;S;N;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A Coopérnico é a única cooperativa a comercializar eletricidade em todo o país. Oferecemos o preço mais justo sem fins lucrativos. Defendemos um modelo democrático, transparente e participado, onde cada cliente é dono da sua empresa de eletricidade. Para efeitos do efetivo fornecimento de energia, a COOPÉRNICO recorre à contratualização da EZU ENERGIA, que assegura o acesso às redes e à relação com os operadores do sistema elétrico nacional, bem como a compra e entrega da energia às redes. Para mais informações consultar o sítio da Coopérnico.;Apresenta condições contratuais que condicionam a subscrição ao público em geral. Esta oferta está indexada ao Mercado Spot de eletricidade (OMIE), estando sujeita à volatilidade de preços do mercado grossista. Os preços de energia são calculados com base no preço médio dos produtos futuros para os próximos 12 meses (0,06617 €/kWh). Esta oferta apresenta características de indexação ao Mercado Spot de Gás (MIBGAS). Uma vez que os preços variam de acordo com os mercados diários, este simulador calcula o valor da fatura com base no preço médio do último mês (agosto). ;https://www.coopernico.org/;https://www.coopernico.org/storage/files/tarifario.pdf;https://www.coopernico.org/contratar#aderir;https://www.coopernico.org/storage/files/Condi%C3%A7%C3%B5es%20Gerais.pdf;213461803;cliente@coopernico.org;https://www.coopernico.org/contratar#aderir;;;Eletrónica;Fatura eletrónica;Débito Direto, Multibanco;Telefónico, Eletrónico;Fatura mensal com débito direto.;;Oferta para cooperantes da Coopérnico. Cada cooperante ainda pode oferecer o tarifário Coopérnico a três familiares ou amigos. As entidades sem fins lucrativos, economia social e setor público, podem aderirem a esta oferta comercial sem serem membros da cooperativa;;;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE.    Oferta 100% renovável (origem fotovoltaica). Preço Energia (€/kWh) = (OMIE + k) x (1+FP) + GOonde,OMIE – Preço fixado em mercado grossista OMIE para cada hora do dia (€/kWh)k – Margem da Coopérnico (0,009 €/kWh)FP – Perfil de Perda (16%, como valor médio indicativo)GO - Garantias de Origem (0,001 €/kWh).;;;
DOUROGAS;DOUROGAS_03;Gás Natural - MAIS POUPANÇA;;Dom;;;;;;GN;12;17/03/2025;;010;10;100;1111;N;N;N;N;N;S;N;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Adesão à campanha a partir do dia 17 Março 2025. Adesão 100% online com Débito direto, fatura eletrónica e sem fidelização. Atualizado com tarifas acesso a 01 Outubro 2024. ;;https://www.dourogas.pt ;https://www.dourogas.pt ;https://www.dourogas.pt ;https://www.dourogas.pt ;808500950;https://www.dourogas.pt ;;https://www.dourogas.pt;;Presencial;Fatura eletrónica;Débito Direto;Por escrito, Presencial, Telefónico, Eletrónico;Faturação Mensal;;;;;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. Atualizam com a atualização das tarifas de redes. .    ;;;
DOUROGAS;DOUROGAS_04;TARIFARIO_MAISLEVE;;Dom;;;;;;GN;12;17/03/2025;;010;11;111;1111;N;N;N;N;N;S;N;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Campanha base com ou sem DD e com ou sem FE. Oferta comercial para angariação presencial.;;https://www.dourogas.pt ;https://www.dourogas.pt ;https://www.dourogas.pt ;https://www.dourogas.pt ;808500950;https://www.dourogas.pt ;;https://www.dourogas.pt;;Presencial;Fatura eletrónica, Fatura em papel;Débito Direto, Multibanco, Numerário/Payshop/CTT;Por escrito, Presencial, Telefónico, Eletrónico;Faturação Mensal;;;;;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. Atualizam com a atualização das tarifas de redes. .    ;;;
DOUROGAS;DOUROGAS_01;TARIFARIO_SIMPLES;;Dom;;;;;;GN;12;17/03/2025;;010;11;111;1111;N;N;N;N;N;S;N;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Campanha base com ou sem DD e com ou sem FE. ;;https://www.dourogas.pt ;https://www.dourogas.pt ;https://www.dourogas.pt ;https://www.dourogas.pt ;808500950;https://www.dourogas.pt ;;https://www.dourogas.pt;;Presencial;Fatura eletrónica, Fatura em papel;Débito Direto, Multibanco, Numerário/Payshop/CTT;Por escrito, Presencial, Telefónico, Eletrónico;Faturação Mensal;;;;;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. Atualizam com a atualização das tarifas de redes. .    ;;;
DOUROGAS;DOUROGAS_02;Gás Natural - Termo Fixo Zero;;Dom;;;;;;GN;12;17/03/2025;;010;11;111;1111;N;N;N;N;N;S;N;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Campanha base com ou sem DD e com ou sem FE. Adesão a esta campanha deve ser no formato on-line, com desconto 100% Termo Fixo Comercial;;https://www.dourogas.pt ;https://www.dourogas.pt ;https://www.dourogas.pt ;https://www.dourogas.pt ;808500950;https://www.dourogas.pt ;;https://www.dourogas.pt;;Presencial;Fatura eletrónica, Fatura em papel;Débito Direto, Multibanco, Numerário/Payshop/CTT;Por escrito, Presencial, Telefónico, Eletrónico;Faturação Mensal;;;;;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE. Atualizam com a atualização das tarifas de redes. .    ;;;
EDPC;EDPC_86;Condomínios DD+FE;desconto por débito direto e fatura eletrónica;Ndom;123;;;;;ELE;3;09/06/2025;;111;10;100;1111;N;S;N;N;N;N;N;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Desconto de 15% na eletricidade para clientes com tarifa simples ou bi-horária e potência  superior ou igual a 3,45 kVA, para clientes com débito direto e fatura eletrónica, durante 12 meses. Oferta exclusiva para condomínios. Esta oferta comercial está disponível apenas para clientes com oferta de preço fixo da EDP Comercial (não aplicável às ofertas de preço indexado).;A oferta apresenta condições de energia elétrica proveniente de fontes 100% renováveis. ;https://www.edp.pt/particulares/;https://www.edp.pt/particulares/energia/condominios/;https://www.edp.pt/particulares/energia/condominios/;https://www.edp.pt/particulares/apoio-cliente/perguntas-frequentes/pt/contratos/novo-contrato/quais-sao-as-condicoes-do-meu-novo-contrato/faq-5056/;213 53 53 53;https://www.edp.pt/particulares/apoio-cliente/contactos/;https://www.edp.pt/particulares/aderir/passo1/ ;https://www.edp.pt/particulares/apoio-cliente/lojas-agentes/ ;213 53 53 53;Eletrónica, Presencial, Telefónica;Fatura eletrónica;Débito Direto;Por escrito, Presencial, Telefónico, Eletrónico;Mensal, bimestral ou conta certa;Conforme estabelecido nas condições gerais do contrato;;;;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE.     ;;;
EDPC;EDPC_85;Condomínios DD+FE + Gás;desconto por débito direto e fatura eletrónica;Ndom;123;;;;;DUAL;3;09/06/2025;;011;10;100;1111;N;S;N;N;N;N;N;N;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Desconto de 15% na eletricidade para clientes com tarifa simples ou bi-horária e potência  superior ou igual a 3,45 kVA, para clientes com débito direto e fatura eletrónica, durante 12 meses. Oferta exclusiva para condomínios. Esta oferta comercial está disponível apenas para clientes com oferta de preço fixo da EDP Comercial (não aplicável às ofertas de preço indexado).;A oferta apresenta condições de energia elétrica proveniente de fontes 100% renováveis. ;https://www.edp.pt/particulares/;https://www.edp.pt/particulares/energia/condominios/;https://www.edp.pt/particulares/energia/condominios/;https://www.edp.pt/particulares/apoio-cliente/perguntas-frequentes/pt/contratos/novo-contrato/quais-sao-as-condicoes-do-meu-novo-contrato/faq-5056/;213 53 53 53;https://www.edp.pt/particulares/apoio-cliente/contactos/;;https://www.edp.pt/particulares/apoio-cliente/lojas-agentes/ ;213 53 53 53;Presencial, Telefónica;Fatura eletrónica;Débito Direto;Por escrito, Presencial, Telefónico, Eletrónico;Mensal, bimestral ou conta certa;Conforme estabelecido nas condições gerais do contrato;;;;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE.     ;;;
EDPC;EDPC_88;Condomínios Mobilidade Elétrica DD+FE;desconto por débito direto e fatura eletrónica;Ndom;123;;;;;ELE;3;09/06/2025;;011;10;100;1111;N;S;S;N;S;N;N;N;829,27;1020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Desconto de 25% no vazio para clientes com tarifa bi-horária e potência superior a 6,9 kVA e desconto de 15% no vazio para clientes com tarifa tri-horária e potência superior a 27,6 kVA, com débito direto e fatura eletrónica, durante 12 meses. Oferta exclusiva para condomínios. Esta oferta comercial está disponível apenas para clientes com oferta de preço fixo da EDP Comercial (não aplicável às ofertas de preço indexado).;A oferta apresenta condições de energia elétrica proveniente de fontes 100% renováveis. Apresenta condições contratuais que condicionam a subscrição ao público em geral. Obriga à contratação de serviços adicionais. ;https://www.edp.pt/particulares/;https://www.edp.pt/particulares/energia/condominios/;https://www.edp.pt/particulares/energia/condominios/;https://www.edp.pt/particulares/apoio-cliente/perguntas-frequentes/pt/contratos/novo-contrato/quais-sao-as-condicoes-do-meu-novo-contrato/faq-5056/;213 53 53 53;https://www.edp.pt/particulares/apoio-cliente/contactos/;;https://www.edp.pt/particulares/apoio-cliente/lojas-agentes/ ;213 53 53 53;Presencial, Telefónica;Fatura eletrónica;Débito Direto;Por escrito, Presencial, Telefónico, Eletrónico;Mensal, bimestral ou conta certa;Conforme estabelecido nas condições gerais do contrato;Esta oferta obriga à aquisição de uma obra de adaptação elétrica e/ou de telecomunicações para mobilidade elétrica em condomínios.;;;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE.     ;Aquisição de uma Obra de Adaptação Elétrica e/ou de Telecomunicações para Mobilidade Elétrica em Condomínios a partir de 85€/mês (c/IVA) durante 36 meses;;
EDPC;EDPC_87;Condomínios Mobilidade Elétrica DD+FE + Gás;desconto por débito direto e fatura eletrónica;Ndom;123;;;;;DUAL;3;09/06/2025;;011;10;100;1111;N;S;S;N;S;N;N;N;829,27;1020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Desconto de 25% no vazio para clientes com tarifa bi-horária e potência superior a 6,9 kVA e desconto de 15% no vazio para clientes com tarifa tri-horária e potência superior a 27,6 kVA, com débito direto e fatura eletrónica, durante 12 meses. ;A oferta apresenta condições de energia elétrica proveniente de fontes 100% renováveis. Apresenta condições contratuais que condicionam a subscrição ao público em geral. Obriga à contratação de serviços adicionais. ;https://www.edp.pt/particulares/;https://www.edp.pt/particulares/energia/condominios/;https://www.edp.pt/particulares/energia/condominios/;https://www.edp.pt/particulares/apoio-cliente/perguntas-frequentes/pt/contratos/novo-contrato/quais-sao-as-condicoes-do-meu-novo-contrato/faq-5056/;213 53 53 53;https://www.edp.pt/particulares/apoio-cliente/contactos/;;https://www.edp.pt/particulares/apoio-cliente/lojas-agentes/ ;213 53 53 53;Presencial, Telefónica;Fatura eletrónica;Débito Direto;Por escrito, Presencial, Telefónico, Eletrónico;Mensal, bimestral ou conta certa;Conforme estabelecido nas condições gerais do contrato;Esta oferta obriga à aquisição de uma obra de adaptação elétrica e/ou de telecomunicações para mobilidade elétrica em condomínios.;;;Atualização dos preços em função das alterações nas tarifas de acesso às redes aprovadas pela ERSE.     ;Aquisição de uma Obra de Adaptação Elétrica e/ou de Telecomunicações para Mobilidade Elétrica em Condomínios a partir de 85€/mês (c/IVA) durante 36 meses;;
